numero_precatorio;numero_processo;beneficiario;cpf_cnpj_beneficiario;valor_original;valor_atualizado;data_requisicao;data_atualizacao;tipo;status;entidade_devedora;id_entidade;regime;ordem_cronologica;observacoes;timestamp_extracao
2020.01371-6;;Não informado;;33402.41;67284.79;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01280-9;;Não informado;;33402.41;67284.79;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01362-7;;Não informado;;33402.41;67199.84;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01364-3;;Não informado;;33402.41;67284.79;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01370-8;;Não informado;;33402.41;67225.32;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01373-2;;Não informado;;400828.94;805629.24;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01413-5;;Não informado;;33402.41;67135.77;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01368-6;;Não informado;;33402.41;67135.76;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01283-3;;Não informado;;4600179.30;13172103.35;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01278-7;;Não informado;;162092.62;298397.52;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01300-7;;Não informado;;349824.05;1018938.05;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01375-9;;Não informado;;36949.60;71953.00;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01299-0;;Não informado;;32651.99;56923.25;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01322-8;;Não informado;;40112.28;69325.90;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01332-5;;Não informado;;83337.14;156109.12;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01438-0;;Não informado;;35861.44;63985.87;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01387-2;;Não informado;;51199.38;92233.21;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01456-9;;Não informado;;110701.42;197397.33;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01388-0;;Não informado;;110701.42;197397.33;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01426-7;;Não informado;;36075.54;68588.48;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01400-3;;Não informado;;70481.73;137650.45;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01470-4;;Não informado;;83251.28;225706.27;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01729-0;;Não informado;;16153.87;41212.81;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01728-2;;Não informado;;16153.87;30861.64;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01516-6;;Não informado;;140542.59;266967.64;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01608-1;;Não informado;;25091.88;64339.01;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01810-6;;Não informado;;25500.00;104918.82;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01518-2;;Não informado;;13016.00;23839.32;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01482-8;;Não informado;;38408.05;70507.64;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01479-8;;Não informado;;324457.23;595420.09;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01505-0;;Não informado;;1603169.54;3977444.73;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01527-1;;Não informado;;82598.50;161193.36;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01565-4;;Não informado;;19245.38;33915.58;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01523-9;;Não informado;;57736.15;101746.72;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01564-6;;Não informado;;19245.38;33915.58;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01566-2;;Não informado;;19245.38;33915.58;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01528-0;;Não informado;;27767.42;88808.25;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01534-4;;Não informado;;30456.97;54749.85;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01541-7;;Não informado;;94933.64;170685.90;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01546-8;;Não informado;;33857.99;58405.17;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01532-8;;Não informado;;121309.13;213709.05;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01551-4;;Não informado;;91583.06;160221.17;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01571-9;;Não informado;;104553.16;209946.08;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01589-1;;Não informado;;87086.43;156993.40;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01588-3;;Não informado;;132789.50;246075.93;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01620-0;;Não informado;;170113.59;313842.70;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01614-6;;Não informado;;41211.02;76026.07;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01610-3;;Não informado;;345380.56;759912.12;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01630-8;;Não informado;;345380.56;759912.12;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01631-6;;Não informado;;96500.80;173014.80;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01611-1;;Não informado;;96500.80;173014.80;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01635-9;;Não informado;;96500.80;173014.80;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01678-2;;Não informado;;319795.91;680012.94;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01704-5;;Não informado;;36573.71;68816.13;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01762-2;;Não informado;;25997.89;49683.49;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01781-9;;Não informado;;71733.33;140021.98;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01797-5;;Não informado;;302257.79;1745185.07;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01814-9;;Não informado;;1178826.27;3732807.31;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01855-6;;Não informado;;76037.19;416427.13;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01929-3;;Não informado;;82256.06;165260.81;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01867-0;;Não informado;;27341.42;48646.02;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02067-4;;Não informado;;163700.00;281685.01;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02060-7;;Não informado;;163700.00;281685.01;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02063-1;;Não informado;;81216.37;175413.43;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02059-3;;Não informado;;78338.51;139992.18;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01948-0;;Não informado;;25204.17;45034.26;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01885-8;;Não informado;;58864.00;107676.38;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01901-3;;Não informado;;13886.81;25036.56;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01944-7;;Não informado;;97207.70;175256.01;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01905-6;;Não informado;;13886.81;25036.56;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01942-0;;Não informado;;13886.81;25036.56;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01906-4;;Não informado;;84214.21;213020.78;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01960-9;;Não informado;;37576.88;69366.08;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01984-6;;Não informado;;35064.86;64046.43;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01983-8;;Não informado;;140259.45;256185.73;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01982-0;;Não informado;;52506.21;90581.56;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.01998-6;;Não informado;;64717.61;119197.02;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02069-0;;Não informado;;152736.01;280437.49;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02028-3;;Não informado;;14577.36;32908.97;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02008-9;;Não informado;;6247.45;14103.86;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02010-0;;Não informado;;105000.41;209109.25;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02030-5;;Não informado;;62076.47;113150.90;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02032-1;;Não informado;;126300.62;230413.49;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02061-5;;Não informado;;126300.62;230413.49;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02045-3;;Não informado;;377790.55;768039.64;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02040-2;;Não informado;;377790.55;768039.62;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02044-5;;Não informado;;377790.55;768039.64;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02093-3;;Não informado;;292645.10;582969.74;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02052-6;;Não informado;;3808507.19;7535150.26;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02075-5;;Não informado;;292645.10;582969.72;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02082-8;;Não informado;;100038.90;193685.82;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02136-0;;Não informado;;510589.64;1617656.19;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02174-3;;Não informado;;21274.98;70263.55;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02179-4;;Não informado;;21274.98;70263.55;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02178-6;;Não informado;;21274.98;70263.55;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02177-8;;Não informado;;21274.98;70263.55;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02171-9;;Não informado;;21274.98;70263.55;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02189-1;;Não informado;;289303.86;519321.71;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02203-0;;Não informado;;28379.22;50936.92;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02244-8;;Não informado;;223968.46;647903.13;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02222-7;;Não informado;;35409.14;61514.87;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02215-4;;Não informado;;71875.11;128558.58;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02229-4;;Não informado;;408655.35;779163.75;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02240-5;;Não informado;;20830.74;59008.64;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02253-7;;Não informado;;20830.74;59008.64;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02210-3;;Não informado;;36780.83;104191.52;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02331-2;;Não informado;;129029.26;252959.65;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02356-8;;Não informado;;129029.26;252959.65;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02332-0;;Não informado;;7401.58;19067.36;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02301-0;;Não informado;;21703.00;45069.92;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02408-4;;Não informado;;62882.34;107600.38;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02393-2;;Não informado;;42023.86;100822.07;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02467-0;;Não informado;;24398.52;44491.00;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03094-7;;Não informado;;281483.74;586873.18;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03095-5;;Não informado;;274870.56;473983.72;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03056-4;;Não informado;;294436.72;608232.14;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03014-9;;Não informado;;294436.72;608232.14;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03093-9;;Não informado;;294436.72;608232.13;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02437-8;;Não informado;;294436.72;608232.13;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02432-7;;Não informado;;294436.72;608232.13;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02461-0;;Não informado;;294436.72;608232.14;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03118-8;;Não informado;;294436.72;608232.14;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02692-3;;Não informado;;20061.86;38746.17;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02623-0;;Não informado;;20061.86;38746.17;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02693-1;;Não informado;;20061.86;38746.17;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02451-3;;Não informado;;140433.07;271223.31;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02425-4;;Não informado;;20061.86;38746.17;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02457-2;;Não informado;;20061.86;38746.17;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02735-0;;Não informado;;20061.86;38746.17;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02454-8;;Não informado;;20061.86;38746.17;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02505-6;;Não informado;;24590.88;42351.21;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03559-0;;Não informado;;2000762.66;4061374.09;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02531-5;;Não informado;;68994.58;124117.64;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02570-6;;Não informado;;68994.58;124117.62;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03065-3;;Não informado;;198376.78;384775.03;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02800-4;;Não informado;;198376.78;384775.03;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03057-2;;Não informado;;392359.38;777852.70;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02691-5;;Não informado;;22903.38;55235.22;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02795-4;;Não informado;;106791.20;204233.12;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02618-4;;Não informado;;34502.12;65971.86;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02608-7;;Não informado;;106492.09;266929.99;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02760-1;;Não informado;;55429.50;110767.49;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02732-6;;Não informado;;68742.23;126338.65;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02743-1;;Não informado;;15010.00;28501.94;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02748-2;;Não informado;;10006.67;19001.31;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02729-6;;Não informado;;67964.13;138088.78;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02979-5;;Não informado;;347718.19;898231.28;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02968-0;;Não informado;;497157.16;853446.01;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02863-2;;Não informado;;30300.61;52032.70;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02812-8;;Não informado;;215666.15;407939.90;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03054-8;;Não informado;;215666.15;407939.90;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02889-6;;Não informado;;475618.91;905096.79;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02898-5;;Não informado;;475618.91;905096.79;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02807-1;;Não informado;;215666.15;407939.90;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03037-8;;Não informado;;75911.52;132312.09;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02859-4;;Não informado;;344113.78;647854.23;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02897-7;;Não informado;;86028.44;161963.55;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02947-7;;Não informado;;36589.62;66611.98;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02879-9;;Não informado;;46134.84;82424.64;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02892-6;;Não informado;;142725.98;255023.49;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02900-0;;Não informado;;34184.86;58858.94;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02818-7;;Não informado;;18136555.86;32871355.14;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02942-6;;Não informado;;33185.25;57174.32;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03028-9;;Não informado;;60561.89;106809.82;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02845-4;;Não informado;;1075623.52;1959747.79;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03113-7;;Não informado;;41137.81;72352.64;;;comum;cancelado;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02920-5;;Não informado;;514222.69;901198.26;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02972-8;;Não informado;;75994.58;132843.21;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02921-3;;Não informado;;24370.86;42596.55;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02934-5;;Não informado;;85515.80;149048.10;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03017-3;;Não informado;;25392.64;44258.53;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03009-2;;Não informado;;83795.69;146053.12;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02988-4;;Não informado;;84614.84;147483.97;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02986-8;;Não informado;;69212.68;119454.65;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02970-1;;Não informado;;1723993.71;3324579.34;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.02928-0;;Não informado;;9886.75;21403.56;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03314-8;;Não informado;;947203.18;1673020.94;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03210-9;;Não informado;;52383.46;87366.14;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03152-8;;Não informado;;60852.51;122695.97;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
2020.03154-4;;Não informado;;59746.95;120466.83;;;comum;pendente;Estado do Rio de Janeiro;1;especial;;;2025-11-18
